Année,FINESS,Raison sociale,Commune,Statut Juridique,Région
2021,370000499,370000499 - CHRU CLOCHEVILLE - TOURS,TOURS,Public,24 - Centre-Val de Loire
2021,370000515,370000515 - CTRE CONVAL. L'ERMITAGE CHRU TOURS,TOURS,Public,24 - Centre-Val de Loire
2021,370000531,370000531 - CH DU CHINONAIS,SAINT BENOIT LA FORET,Public,24 - Centre-Val de Loire
2021,370000580,370000580 - CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU,CHATEAU RENAULT,Public,24 - Centre-Val de Loire
2021,370000861,370000861 - CHRU BRETONNEAU - TOURS,TOURS,Public,24 - Centre-Val de Loire
2021,370000879,370000879 - CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ,AMBOISE,Public,24 - Centre-Val de Loire
2021,370000903,370000903 - CH PAUL MARTINAIS - LOCHES,LOCHES,Public,24 - Centre-Val de Loire
2021,370000986,370000986 - CH LOUIS SEVESTRE,MEMBROLLE SUR CHOISILLE,Public,24 - Centre-Val de Loire
2021,370001109,370001109 - CH DE LUYNES - ET,LUYNES,Public,24 - Centre-Val de Loire
2021,370001158,370001158 - CH SAINTE MAURE DE TOURAINE,SAINTE MAURE DE TOURAINE,Public,24 - Centre-Val de Loire
2021,370002040,370002040 - A.R.A.U.C.O. CHRU BRETONNEAU,TOURS,Privé non lucratif,24 - Centre-Val de Loire
2021,370004301,370004301 - USSR PERSONNES AGEES CH DE LOCHES,LOCHES,Public,24 - Centre-Val de Loire
2021,370004467,370004467 - CHRU TROUSSEAU - CHAMBRAY,CHAMBRAY LES TOURS,Public,24 - Centre-Val de Loire
2021,370005050,370005050 - CENTRE PSY.UNIVERSITAIRE-CHRU TOURS,SAINT CYR SUR LOIRE,Public,24 - Centre-Val de Loire
2021,370007569,370007569 - PÔLE SANTÉ LÉONARD DE VINCI,CHAMBRAY LES TOURS,Privé lucratif,24 - Centre-Val de Loire
2021,370009938,370009938 - HAD VAL DE LOIRE,RICHE,Privé lucratif,24 - Centre-Val de Loire
2021,370013393,370013393 - CHRU DE TOURS - ANTENNE DE LOCHES,LOCHES,Public,24 - Centre-Val de Loire
2021,370013401,370013401 - CHRU DE TOURS - ANTENNE CL L'ALLIANCE,SAINT CYR SUR LOIRE,Public,24 - Centre-Val de Loire
2021,370013450,370013450 - CORT37 (RADIOTHE) SITE PSLV,CHAMBRAY LES TOURS,Privé lucratif,24 - Centre-Val de Loire
2021,370014474,370014474 - UDM SAINT GATIEN,TOURS,Privé lucratif,24 - Centre-Val de Loire
2021,370100539,370100539 - MRF BOIS GIBERT,BALLAN MIRE,Privé non lucratif,24 - Centre-Val de Loire
2021,370100885,370100885 - A.R.A.U.C.O. CHINON,SAINT BENOIT LA FORET,Privé non lucratif,24 - Centre-Val de Loire
2021,370102659,370102659 - SERVICE USLD PSY BATIMENT LE CEDRE,SAINT CYR SUR LOIRE,Privé lucratif,24 - Centre-Val de Loire
2021,370102832,370102832 - A.R.A.U.C.O. PÔLE SANTÉ LEONARD VINCI,CHAMBRAY LES TOURS,Privé non lucratif,24 - Centre-Val de Loire
2021,370103152,370103152 - A.R.A.U.C.O. LOCHES,LOCHES,Privé non lucratif,24 - Centre-Val de Loire
2021,370103673,370103673 - ASSAD HAD D'INDRE ET LOIRE,TOURS,Privé non lucratif,24 - Centre-Val de Loire
2021,370104002,370104002 - A.R.A.U.C.O. CHÂTEAU-RENAULT,CHATEAU RENAULT,Privé non lucratif,24 - Centre-Val de Loire
2021,370104804,370104804 - A.R.A.U.C.O. NOTRE-DAME-D'OÉ,NOTRE DAME D OE,Privé non lucratif,24 - Centre-Val de Loire
2021,380000018,380000018 - CH RHUMATOLOGIQUE D'URIAGE,SAINT MARTIN D URIAGE,Public,84 - Auvergne-Rhône-Alpes
2021,380000026,380000026 - CH FABRICE MARCHIOL LA MURE,MURE,Public,84 - Auvergne-Rhône-Alpes
2021,380000034,380000034 - CH PIERRE OUDOT BOURGOIN JALLIEU,BOURGOIN JALLIEU,Public,84 - Auvergne-Rhône-Alpes
2021,380000042,380000042 - CH YVES TOURAINE,PONT DE BEAUVOISIN,Public,84 - Auvergne-Rhône-Alpes
2021,380000059,380000059 - CH DE RIVES,RIVES,Public,84 - Auvergne-Rhône-Alpes
2021,380000067,380000067 - HOPITAL NORD - CHU38,TRONCHE,Public,84 - Auvergne-Rhône-Alpes
2021,380000075,380000075 - CH DE TULLINS SITE PERRET,TULLINS,Public,84 - Auvergne-Rhône-Alpes
2021,380000091,380000091 - CH DE SAINT MARCELLIN,SAINT MARCELLIN,Public,84 - Auvergne-Rhône-Alpes
2021,380000109,380000109 - CH DE SAINT LAURENT DU PONT,SAINT LAURENT DU PONT,Public,84 - Auvergne-Rhône-Alpes
2021,380000125,380000125 - CH DE SAINT GEOIRE EN VALDAINE,SAINT GEOIRE EN VALDAINE,Public,84 - Auvergne-Rhône-Alpes
2021,380000133,380000133 - CH ALPES ISERE,SAINT EGREVE,Public,84 - Auvergne-Rhône-Alpes
2021,380000166,380000166 - CH LUZY DUFEILLANT,BEAUREPAIRE,Public,84 - Auvergne-Rhône-Alpes
2021,380000174,380000174 - CH LUCIEN HUSSEL DE VIENNE,VIENNE,Public,84 - Auvergne-Rhône-Alpes
2021,380000356,380000356 - CH DE LA TOUR DU PIN,TOUR DU PIN,Public,84 - Auvergne-Rhône-Alpes
2021,380000364,380000364 - CH DE MORESTEL,MORESTEL,Public,84 - Auvergne-Rhône-Alpes
2021,380000406,380000406 - HOPITAL DE VOIRON - CHU38,VOIRON,Public,84 - Auvergne-Rhône-Alpes
2021,380000729,380000729 - AURAL - ROUSSILLON,ROUSSILLON,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,380000828,380000828 - CALYDIAL - CH DE VIENNE,VIENNE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,380000968,380000968 - AURAL UNITE DIALYSE CH BOURGOIN,BOURGOIN JALLIEU,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,380005868,380005868 - ANNEXE DU CTRE DE SOINS DE VIRIEU,BOURGOIN JALLIEU,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,380005918,380005918 - KORIAN LES GRANGES,ECHIROLLES,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,380009928,380009928 - CENTRE MEDICAL ROCHEPLANE,SAINT MARTIN D HERES,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,380012658,380012658 - GROUPE HOSPIT. MUTUALISTE DE GRENOBLE,GRENOBLE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,380013037,380013037 - CENTRE D'ENDOSCOPIE NORD ISERE,BOURGOIN JALLIEU,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,380017095,380017095 - CRF ST VINCENT DE PAUL,BOURGOIN JALLIEU,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,380019026,380019026 - AGDUC CENTRE DE DIALYSE VOIRON,VOIRON,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,380019752,380019752 - ANTENNE SMUR AERODROME VERSOUD - CHU38,DOMENE,Public,84 - Auvergne-Rhône-Alpes
2021,380019760,380019760 - ANTENNE SMUR ALPES D'HUEZ - CHU38,HUEZ,Public,84 - Auvergne-Rhône-Alpes
2021,380020123,380020123 - CLINIQUE DES COTES DU RHONE,ROUSSILLON,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,380020388,380020388 - MEDECINE POLYVALENTE COUBLEVIE - CHU38,COUBLEVIE,Public,84 - Auvergne-Rhône-Alpes
2021,380024257,380024257 - PSYPRO GRENOBLE,SEYSSINS,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,380780197,380780197 - CLINIQUE ST VINCENT DE PAUL BOURGOIN,BOURGOIN JALLIEU,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,380780288,380780288 - NOUVELLE CLINIQUE DE CHARTREUSE,VOIRON,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,380780296,380780296 - CLINIQUE DU DAUPHINE,SEYSSINS,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,380780312,380780312 - CLINIQUE FSEF GRENOBLE LA TRONCHE,TRONCHE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,380780379,380780379 - CENTRE DE PNEUMOLOGIE HENRI BAZIRE,SURE EN CHARTREUSE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,380781138,380781138 - CENTRE DE SOINS DE VIRIEU,VAL DE VIRIEU,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,380781369,380781369 - LE MAS DES CHAMPS,SAINT PRIM,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,380782722,380782722 - HOPITAL SUD - CHU38,ECHIROLLES,Public,84 - Auvergne-Rhône-Alpes
2021,380784462,380784462 - ETAB. DE SANTE MENTALE DE GRENOBLE,GRENOBLE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,380784801,380784801 - AGDUC CENTRE DE DIALYSE LA TRONCHE,TRONCHE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,380785840,380785840 - USLD JEAN MOULIN DU CH DE BOURGOIN,BOURGOIN JALLIEU,Public,84 - Auvergne-Rhône-Alpes
2021,380785956,380785956 - CLINIQUE DES CEDRES,ECHIROLLES,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,380786442,380786442 - CLINIQUE BELLEDONNE,SAINT MARTIN D HERES,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,380793810,380793810 - AGDUC CENTRE DE DIALYSE MEYLAN,MEYLAN,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,380794297,380794297 - FONDATION GEORGES BOISSEL,BOURGOIN JALLIEU,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,380795773,380795773 - CTRE SOCIAL LUTTE CONTRE L'ISOLEMENT,GRENOBLE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,380798520,380798520 - USLD DELPHINE NEYRET CH BOURGOIN,BOURGOIN JALLIEU,Public,84 - Auvergne-Rhône-Alpes
2021,380802512,380802512 - USLD M.PHILIBERT SAINT MARTIN D'HERES,SAINT MARTIN D HERES,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,380803965,380803965 - AGDUC CENTRE DE DIALYSE VOIRON,VOIRON,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,390000040,390000040 - CH LONS,LONS LE SAUNIER,Public,27 - Bourgogne-Franche-Comté
2021,390000057,390000057 - CH LEON BERARD MOREZ,HAUTS DE BIENNE,Public,27 - Bourgogne-Franche-Comté
2021,390000065,390000065 - CH LOUIS JAILLON SAINT CLAUDE,SAINT CLAUDE,Public,27 - Bourgogne-Franche-Comté
2021,390000073,390000073 - CHI PAYS REVERMONT SITE SALINS,SALINS LES BAINS,Public,27 - Bourgogne-Franche-Comté
2021,390000081,390000081 - CHI PAYS REVERMONT SITE ARBOIS,ARBOIS,Public,27 - Bourgogne-Franche-Comté
2021,390000164,390000164 - CHS SAINT YLIE JURA,DOLE,Public,27 - Bourgogne-Franche-Comté
2021,390000172,390000172 - CRCPFC LA GRANGE SUR LE MONT,PONT D HERY,Privé non lucratif,27 - Bourgogne-Franche-Comté
2021,390000214,390000214 - CH JURA SUD SITE CHAMPAGNOLE,CHAMPAGNOLE,Public,27 - Bourgogne-Franche-Comté
2021,390000222,390000222 - CH LOUIS PASTEUR DOLE,DOLE,Public,27 - Bourgogne-Franche-Comté
2021,390004349,390004349 - HAD 39,LONS LE SAUNIER,Privé non lucratif,27 - Bourgogne-Franche-Comté
2021,390005742,390005742 - ANTENNE SMUR MOREZ - SIEGE CH JURA SUD,HAUTS DE BIENNE,Public,27 - Bourgogne-Franche-Comté
2021,390006161,390006161 - CH JURA SUD PIERRE FUTIN ORGELET,ORGELET,Public,27 - Bourgogne-Franche-Comté
2021,390008019,390008019 - CLINIQUE VAL JURA,LONS LE SAUNIER,Privé lucratif,27 - Bourgogne-Franche-Comté
2021,390780369,390780369 - MECSS LA BELINE SALINS,SALINS LES BAINS,Privé non lucratif,27 - Bourgogne-Franche-Comté
2021,390780559,390780559 - CLINIQUE DU JURA,LONS LE SAUNIER,Privé lucratif,27 - Bourgogne-Franche-Comté
2021,390780575,390780575 - POLYCLINIQUE DU PARC,DOLE,Privé lucratif,27 - Bourgogne-Franche-Comté
2021,390781193,390781193 - MAISON SOINS ADLCA BLETTERANS,BLETTERANS,Privé non lucratif,27 - Bourgogne-Franche-Comté
2021,390784833,390784833 - EHPAD USLD ARMAND TRUCHOT CH DOLE,DOLE,Public,27 - Bourgogne-Franche-Comté
2021,390786408,390786408 - UNITE DE DIALYSE DE DOLE,DOLE,Privé non lucratif,27 - Bourgogne-Franche-Comté
2021,400000105,400000105 - CENTRE HOSPITALIER DAX,DAX,Public,75 - Nouvelle-Aquitaine
2021,400000113,400000113 - CH MONT DE MARSAN - SITE DE STE ANNE,MONT DE MARSAN,Public,75 - Nouvelle-Aquitaine
2021,400000139,400000139 - CHI MONT DE MARSAN ET PAYS DES SOURCES,MONT DE MARSAN,Public,75 - Nouvelle-Aquitaine
2021,400000147,400000147 - CENTRE HOSPITALIER DE SAINT SEVER,SAINT SEVER,Public,75 - Nouvelle-Aquitaine
2021,400000261,400000261 - INSTITUT HÉLIO- MARIN LABENNE,LABENNE,Privé non lucratif,75 - Nouvelle-Aquitaine
2021,400006607,400006607 - USLD DE MORCENX,MORCENX LA NOUVELLE,Public,75 - Nouvelle-Aquitaine
2021,400006730,400006730 - ANTENNE AUTODIALYSE AURAD ST VINCENT,SAINT VINCENT DE TYROSSE,Privé non lucratif,75 - Nouvelle-Aquitaine
2021,400007043,400007043 - ANTENNE AUTODIALYSE DELAY,DAX,Privé lucratif,75 - Nouvelle-Aquitaine
2021,400007332,400007332 - ANTENNE AUTODIALYSE AURAD MT MARSAN,MONT DE MARSAN,Privé non lucratif,75 - Nouvelle-Aquitaine
2021,400008199,400008199 - HAD MARSAN ADOUR,BRETAGNE DE MARSAN,Privé non lucratif,75 - Nouvelle-Aquitaine
2021,400010906,400010906 - ANTENNE AUTODIALYSE AURAD HAGETMAU,HAGETMAU,Privé non lucratif,75 - Nouvelle-Aquitaine
2021,400011201,400011201 - ANT. AUTODIALYSE NEPHROCARE-AIRE/ADOUR,AIRE SUR L ADOUR,Privé lucratif,75 - Nouvelle-Aquitaine
2021,400011383,400011383 - CH DAX - ANT. SAISON. SMUR - HOSSEGOR,SEIGNOSSE,Public,75 - Nouvelle-Aquitaine
2021,400011391,400011391 - CH DAX - ANT. SAISON. SMUR - MIMIZAN,MIMIZAN,Public,75 - Nouvelle-Aquitaine
2021,400012506,400012506 - CH MDM - ANT. SAISON. SMUR-BISCARROSSE,BISCARROSSE,Public,75 - Nouvelle-Aquitaine
2021,400012514,400012514 - CH MDM - ANTENNE SMUR - LABOUHEYRE,LABOUHEYRE,Public,75 - Nouvelle-Aquitaine
2021,400012522,400012522 - CH MDM - ANTENNE SMUR - AIRE-SUR-ADOUR,AIRE SUR L ADOUR,Public,75 - Nouvelle-Aquitaine
2021,400014072,400014072 - HOPITAL DE JOUR CMPA,SAINT PIERRE DU MONT,Privé lucratif,75 - Nouvelle-Aquitaine
2021,400015103,400015103 - GCS PAYS DE L'ADOUR,AIRE SUR L ADOUR,Privé non lucratif,75 - Nouvelle-Aquitaine
2021,400015236,400015236 - GCS DU MARSAN,SAINT PIERRE DU MONT,Privé non lucratif,75 - Nouvelle-Aquitaine
2021,400015533,400015533 - CLINIQUE HEGALDIA SUD LANDES,SAINT VINCENT DE TYROSSE,Privé lucratif,75 - Nouvelle-Aquitaine
2021,400780102,400780102 - CLINIQUE KORIAN NAPOLEON,SAINT PAUL LES DAX,Privé lucratif,75 - Nouvelle-Aquitaine
2021,400780250,400780250 - CENTRE DE NOUVIELLE - SSR-MPR,BRETAGNE DE MARSAN,Public,75 - Nouvelle-Aquitaine
2021,400780342,400780342 - CLINIQUE JEAN LE BON,DAX,Privé lucratif,75 - Nouvelle-Aquitaine
2021,400780367,400780367 - CLINIQUE FSEF AIRE-SUR-L'ADOUR,AIRE SUR L ADOUR,Privé non lucratif,75 - Nouvelle-Aquitaine
2021,400780375,400780375 - CLINIQUE MAYLIS,NARROSSE,Privé lucratif,75 - Nouvelle-Aquitaine
2021,400780383,400780383 - SSR SAINT LOUIS,SAINT VINCENT DE PAUL,Privé non lucratif,75 - Nouvelle-Aquitaine
2021,400780425,400780425 - CENTRE DE CONVALESCENCE PRIMEROSE,SOORTS HOSSEGOR,Privé lucratif,75 - Nouvelle-Aquitaine
2021,400780466,400780466 - KORIAN LE BELVEDERE,LABENNE,Privé lucratif,75 - Nouvelle-Aquitaine
2021,400780482,400780482 - KORIAN MONTPRIBAT,MONTFORT EN CHALOSSE,Privé lucratif,75 - Nouvelle-Aquitaine
2021,400780888,400780888 - SANTE SERVICE DAX -HAD-,NARROSSE,Privé non lucratif,75 - Nouvelle-Aquitaine
2021,400781043,400781043 - USLD LE LANOT CH DE DAX,DAX,Public,75 - Nouvelle-Aquitaine
2021,400782777,400782777 - HOPITAL THERMAL DAX,DAX,Public,75 - Nouvelle-Aquitaine
2021,400787354,400787354 - CH DE DAX - SITE DU LANOT,DAX,Public,75 - Nouvelle-Aquitaine
2021,400789715,400789715 - ANTENNE AUTODIALYSE CADDD,MIMIZAN,Privé lucratif,75 - Nouvelle-Aquitaine
2021,400791018,400791018 - CTRE. EUROPEEN REEDUCATION DU SPORTIF,CAPBRETON,Privé lucratif,75 - Nouvelle-Aquitaine
2021,410000020,410000020 - CH BLOIS SIMONE VEIL,BLOIS,Public,24 - Centre-Val de Loire
2021,410000038,410000038 - CH VENDOME - MONTOIRE,VENDOME,Public,24 - Centre-Val de Loire
2021,410000046,410000046 - CH ROMORANTIN-LANTHENAY,ROMORANTIN LANTHENAY,Public,24 - Centre-Val de Loire
2021,410000053,410000053 - CH SAINT AIGNAN,SAINT AIGNAN,Public,24 - Centre-Val de Loire
2021,410000202,410000202 - POLYCLINIQUE BLOIS,CHAUSSEE SAINT VICTOR,Privé lucratif,24 - Centre-Val de Loire
2021,410000210,410000210 - CH MONTRICHARD,MONTRICHARD VAL DE CHER,Public,24 - Centre-Val de Loire
2021,410000244,410000244 - CH SELLES-SUR-CHER,SELLES SUR CHER,Public,24 - Centre-Val de Loire
2021,410000277,410000277 - CLINIQUE DE COUR CHEVERNY,COUR CHEVERNY,Privé lucratif,24 - Centre-Val de Loire
2021,410000293,410000293 - CLINIQUE DE CHAILLES,CHAILLES,Privé lucratif,24 - Centre-Val de Loire
2021,410000418,410000418 - INSTITUT MEDICAL DE SOLOGNE,LAMOTTE BEUVRON,Privé lucratif,24 - Centre-Val de Loire
2021,410000442,410000442 - RCRF LA MENAUDIERE - CHISSAY,CHISSAY EN TOURAINE,Privé non lucratif,24 - Centre-Val de Loire
2021,410000475,410000475 - CLINIQUE MEDICALE DU CENTRE DE SAUMERY,HUISSEAU SUR COSSON,Privé lucratif,24 - Centre-Val de Loire
2021,410003768,410003768 - SERVICE PSYCHIATRIE-ANNEXE-CH VENDOME,VENDOME,Public,24 - Centre-Val de Loire
2021,410004063,410004063 - USSR CH DE VENDOME,VENDOME,Public,24 - Centre-Val de Loire
2021,410004998,410004998 - CLINIQUE DU SAINT COEUR - VENDOME,VENDOME,Privé lucratif,24 - Centre-Val de Loire
2021,410005003,410005003 - HAD LOIR ET CHER,CHAUSSEE SAINT VICTOR,Privé lucratif,24 - Centre-Val de Loire
2021,410005011,410005011 - C.I.R.A.D. - CHEMERY,CHEMERY,Privé lucratif,24 - Centre-Val de Loire
2021,410005284,410005284 - THERAE CENTRE MEDICAL,CHAUSSEE SAINT VICTOR,Privé lucratif,24 - Centre-Val de Loire
2021,410005391,410005391 - CRF L' HOSPITALET,MONTOIRE SUR LE LOIR,Privé non lucratif,24 - Centre-Val de Loire
2021,410005953,410005953 - C.I.R.A.D. - VENDOME,VENDOME,Privé lucratif,24 - Centre-Val de Loire
2021,410007371,410007371 - CTRE RADIOTHERAPIE CANCEROLOGIE,CHAUSSEE SAINT VICTOR,Privé lucratif,24 - Centre-Val de Loire
2021,410007553,410007553 - C.I.R.A.D. - BLOIS (SITE CH DE BLOIS),BLOIS,Privé lucratif,24 - Centre-Val de Loire
2021,420000010,420000010 - CH DE ROANNE,ROANNE,Public,84 - Auvergne-Rhône-Alpes
2021,420000028,420000028 - CH DE SAINT JUST LA PENDUE,SAINT JUST LA PENDUE,Public,84 - Auvergne-Rhône-Alpes
2021,420000192,420000192 - CLINIQUE MEDICALE LA BUISSONNIERE,TALAUDIERE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,420000226,420000226 - CH DU FOREZ SITE DE MONTBRISON,MONTBRISON,Public,84 - Auvergne-Rhône-Alpes
2021,420000234,420000234 - CH DE FIRMINY,FIRMINY,Public,84 - Auvergne-Rhône-Alpes
2021,420000242,420000242 - CH GEORGES CLAUDINON,CHAMBON FEUGEROLLES,Public,84 - Auvergne-Rhône-Alpes
2021,420000267,420000267 - CH DU FOREZ SITE DE FEURS,FEURS,Public,84 - Auvergne-Rhône-Alpes
2021,420000275,420000275 - CH DE SAINT BONNET LE CHATEAU,SAINT BONNET LE CHATEAU,Public,84 - Auvergne-Rhône-Alpes
2021,420000283,420000283 - CH DE CHAZELLES SUR LYON,CHAZELLES SUR LYON,Public,84 - Auvergne-Rhône-Alpes
2021,420000317,420000317 - CH DE PELUSSIN,PELUSSIN,Public,84 - Auvergne-Rhône-Alpes
2021,420000556,420000556 - CH DE BOEN SUR LIGNON,BOEN SUR LIGNON,Public,84 - Auvergne-Rhône-Alpes
2021,420002479,420002479 - ADENE HOSPITALISATION A DOMICILE,SAINT ETIENNE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,420002677,420002677 - CENTRE D'ADDICTOLOGIE MFL SSAM,SAINT GALMIER,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,420009599,420009599 - CH DU GIER - SITE PINAY GERIATRIE,SAINT CHAMOND,Public,84 - Auvergne-Rhône-Alpes
2021,420010050,420010050 - CLINIQUE MUTUALISTE MFL SSAM,SAINT ETIENNE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,420010241,420010241 - INSTITUT CANCEROLOGIE LUCIEN NEUWIRTH,SAINT PRIEST EN JAREZ,Public,84 - Auvergne-Rhône-Alpes
2021,420010258,420010258 - GCS SANTE A DOM SAINT-PRIEST-EN-JAREZ,SAINT PRIEST EN JAREZ,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,420011413,420011413 - HOPITAL PRIVE DE LA LOIRE,SAINT ETIENNE,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,420011512,420011512 - LE CLOS CHAMPIROL REEDUCATION,SAINT PRIEST EN JAREZ,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,420011603,420011603 - ARTIC 42 AUTODIALYSE L'HORME,HORME,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,420011728,420011728 - CTRE MEDIC DE L'ARGENTIERE ST ETIENNE,SAINT ETIENNE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,420012536,420012536 - ARTIC 42 CENTRE D'HEMODIALYSE ADULTES,SAINT PRIEST EN JAREZ,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,420014110,420014110 - GCS CHU CTRE ARGENTIERE SRPR-HOP NORD,SAINT PRIEST EN JAREZ,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,420014623,420014623 - ARTIC 42 SITE FRANCOIS BERTHOUX,SAINT PRIEST EN JAREZ,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,420780504,420780504 - CLINIQUE DU PARC ST PRIEST EN JAREZ,SAINT PRIEST EN JAREZ,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,420780546,420780546 - USLD SAINTE ELISABETH,SAINT ETIENNE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,420780637,420780637 - CH DU GIER - MCO,SAINT CHAMOND,Public,84 - Auvergne-Rhône-Alpes
2021,420780678,420780678 - HOPITAL DU GIER - SITE MARREL SSR,RIVE DE GIER,Public,84 - Auvergne-Rhône-Alpes
2021,420780744,420780744 - CH DE SAINT PIERRE DE BOEUF,SAINT PIERRE DE BOEUF,Public,84 - Auvergne-Rhône-Alpes
2021,420781767,420781767 - CLINIQUE DES MONTS DU FOREZ,COMMELLE VERNAY,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,420782096,420782096 - CENTRE MEDICAL MFL SSAM DES 7 COLLINES,SAINT ETIENNE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,420782310,420782310 - CLINIQUE DU RENAISON,ROANNE,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,420782559,420782559 - HOPITAL DE BELLEVUE - CHU42,SAINT ETIENNE,Public,84 - Auvergne-Rhône-Alpes
2021,420782567,420782567 - HOPITAL DE LA CHARITE - CHU42,SAINT ETIENNE,Public,84 - Auvergne-Rhône-Alpes
2021,420782591,420782591 - CLINIQUE NOUVELLE DU FOREZ,MONTBRISON,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,420783102,420783102 - CENTRE DE POST-CURE LA MUSARDIÈRE,MONTBRISON,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,420784845,420784845 - ANNEXE BONVERT CH ROANNE,MABLY,Public,84 - Auvergne-Rhône-Alpes
2021,420785354,420785354 - HOPITAL NORD - CHU42,SAINT PRIEST EN JAREZ,Public,84 - Auvergne-Rhône-Alpes
2021,420788440,420788440 - CLINIQUE DE SAINT VICTOR,SAINT ETIENNE,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,420788689,420788689 - ARTIC 42 AUTODIALYSE SAVIGNEUX,SAVIGNEUX,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,420789067,420789067 - USLD CH MAURICE ANDRÉ,SAINT GALMIER,Public,84 - Auvergne-Rhône-Alpes
2021,420789968,420789968 - ARTIC 42 UDM ENTRAINEMENT HAD DP,SAINT PRIEST EN JAREZ,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,420790081,420790081 - KORIAN LE CLOS MONTAIGNE,MONTROND LES BAINS,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,420793697,420793697 - CLINIQUE ALMA SANTE,MONTROND LES BAINS,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,430000026,430000026 - CHS SAINTE MARIE LE PUY,PUY EN VELAY,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,430000109,430000109 - CLINIQUE BON SECOURS,PUY EN VELAY,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,430000117,430000117 - CH EMILE ROUX LE PUY,PUY EN VELAY,Public,84 - Auvergne-Rhône-Alpes
2021,430000141,430000141 - CENTRE SSR SAINT-JOSEPH,PUY EN VELAY,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,430000158,430000158 - KORIAN BEAUREGARD,CHADRAC,Privé lucratif,84 - Auvergne-Rhône-Alpes
2021,430000166,430000166 - CENTRE SSR JALAVOUX,AIGUILHE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,430000182,430000182 - SSR L'HORT DES MELLEYRINES,MONASTIER SUR GAZEILLE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,430000190,430000190 - CH DE BRIOUDE,BRIOUDE,Public,84 - Auvergne-Rhône-Alpes
2021,430000216,430000216 - CENTRE MEDICAL D'OUSSOULX,COUTEUGES,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2021,430000299,430000299 - CH DE CRAPONNE SUR ARZON,CRAPONNE SUR ARZON,Public,84 - Auvergne-Rhône-Alpes
